,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,varieties
0,217.290267088899,211.76767527514573,208.03626666583713,26.46799010070409,25.261232221964356,29.41726265274211,54.98234338934755,12.241467215817536,217.5239574325123,68.1811355097608,6.974515677118972,26.0767172883269,0
1,211.62558444883027,210.5900162679505,205.36703469119797,25.16326552388226,22.75084358148122,27.315304080207586,46.6988166511144,9.57748746872342,212.64215959107162,53.76419190326302,9.175877314806069,23.515747017675533,0
2,213.8434844641725,210.1949605439301,207.4503152962728,25.67820269275713,23.624668011861583,26.219194045132586,51.69979038962869,9.595282885929684,214.61457232438525,62.99255413886371,6.594432671008433,24.542579783697576,0
3,220.02782350506993,214.54493927247793,209.32545330429608,23.32961912219054,22.18461034133208,26.234216406683984,26.927459230553147,13.196934777946591,220.18697461858403,44.616894731941144,7.548370619958681,22.967939047993365,0
4,219.46144787994257,215.2341141319836,212.35314813785885,25.147699370595113,23.830813079198716,27.598869285614825,67.02020135034135,9.269960730051816,219.61545024223338,73.5175699274811,7.047541356795474,24.855967983683694,0
5,213.27338575795588,208.86071645250084,205.5282525277551,26.779292709777273,25.10894550093453,29.554561056975455,67.04820048028809,11.20721641641095,213.93674320973685,70.77446423001277,9.31009736372278,25.792019599692235,0
6,213.1832171194999,209.24271479193848,205.20009144695092,25.774654727257413,23.9768464933197,27.21671385810028,45.137091592793034,11.169381826495178,213.9261053453108,59.3586640587437,8.232733176411742,24.69251827736641,0
7,216.54944499933188,215.69539624624318,211.9543248378936,27.252751591727037,24.22044163973725,28.00532042284332,65.96577363763812,8.087004083518485,218.0437500424659,63.67195995831751,7.186681660607799,25.011448754773806,0
8,224.10690252139867,221.9775035233368,218.90997270994603,22.619658226373463,20.344143153957113,23.711906008619486,49.72614764218072,7.437516812006704,224.9121959182172,60.90457093845798,6.916410951040444,20.77527027828577,0
9,217.65751551278763,216.67473589027583,213.43361324023584,24.4709972837281,23.029949811924176,27.307556308298615,59.63281213024016,7.199430554275451,218.70448855752872,59.48637906279077,8.46059767067979,23.288541508385887,0
