mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,varieties
208.8179251,205.816784,201.6282362,28.0765789,25.53871302,29.86354466,53.59947398,10.56526616,209.5189172,63.99474765,8.1754287,26.99763402,1
214.0832178,208.7986339,204.2033244,28.73832227,25.48136779,29.91012675,45.82959204,13.21738503,214.6085845,62.42719177,6.47261873,27.68269283,1
209.3923258,204.3537817,200.0660824,27.06353956,25.43904558,30.60619811,55.44322038,13.22852865,209.7732117,65.92850003,8.63602639,26.47985577,1
210.5933748,206.2283531,201.6332851,27.41736496,26.53149614,31.67141348,57.81378886,12.58148969,210.929269,67.29488792,9.369173579,26.91266651,1
206.6156113,205.4429549,197.3525122,29.09510629,25.32120801,32.34720524,48.46444938,15.22097905,208.5840256,52.75710937,12.73491048,26.44268877,1
212.1619638,207.7303941,202.4580787,26.90535869,24.04044052,28.39641245,39.78745513,13.35528332,212.9410745,55.37768738,8.488306977,25.54718989,1
210.7556995,210.6405895,207.0015171,28.68953875,25.86406302,30.12123487,66.60318674,7.579678086,212.2800834,60.64732597,6.793041195,26.70818691,1
209.6982872,210.8422071,207.2823939,26.23312367,22.55351935,26.60595334,62.70825187,6.973772671,211.9923671,57.19724092,6.516329949,23.28395565,1
210.1643416,212.5403749,209.5013431,30.34094796,25.88070701,30.48302222,68.86753891,7.060244064,213.6602897,54.0232955,8.164365329,26.36828882,1
210.1556727,211.0361193,207.6736022,28.292885,24.28670784,28.49353433,67.0212743,6.831428142,212.3475806,59.2570134,6.636889908,25.26079782,1
209.2480648,204.8051496,200.2894871,28.61286364,26.34871202,31.33423782,56.19462045,13.01574367,209.9820961,66.13363461,8.084987322,27.51789721,1
208.2889159,205.1865699,200.2999072,26.28253228,23.26469235,28.00204778,47.15057336,11.87648419,209.3111966,58.27916339,8.265219437,24.67701808,1
214.709016,209.7595083,205.8338207,27.54128876,25.89374857,30.47797501,51.09028635,12.09306934,215.1269763,65.39602214,8.363755314,26.82518916,1
215.4701558,211.2452122,207.5128136,28.14910247,26.73769247,31.33177916,57.06071301,11.09297293,215.8990012,68.88440244,7.794459628,27.35276272,1
207.7983292,208.0289467,202.589185,26.93723016,23.80475818,29.25217903,60.13725242,9.555335346,209.5172608,58.84772799,8.297417674,24.62029001,1
208.0918678,208.5688826,203.4417331,27.30171823,23.73640082,28.98106402,61.44397049,9.252406945,210.0890277,55.6764986,7.409322527,24.65985666,1
208.2466154,209.7937012,204.6821527,28.95483162,24.46316646,28.60130532,54.9837508,8.814620415,211.0338017,50.59598354,6.671236914,25.31802346,1
205.9169853,207.447769,202.0002436,30.43213309,25.76775997,31.37504681,57.70884451,9.769615174,208.7438947,55.19611549,9.228014384,26.46582458,1
214.1933576,208.9966059,204.4209235,26.34949254,25.13343639,29.20392569,40.58969512,13.18667717,214.5623018,58.6042587,11.69248907,25.68082919,1
206.6181532,204.5599865,198.9799256,28.36475804,26.32978545,32.2389012,58.90927488,13.89318722,208.9743393,58.31828767,13.02704873,25.5873817,1
207.4822945,204.335366,198.6940437,28.2206966,24.31459743,29.18430824,44.38432605,14.04843271,209.4448026,53.65517933,10.74155102,25.57197695,1
217.6460209,216.9971047,213.5633513,28.01259808,24.55966758,28.92505911,72.66574579,7.336728475,218.9919678,68.08100312,6.673205069,25.51054361,1
212.6704333,206.4789738,200.249237,25.05846713,23.11948625,26.39512171,32.5086526,15.8419417,213.1045652,46.96428968,12.31670042,24.36151088,1
198.2119005,199.9588077,193.6942981,27.18689114,24.5463816,33.25650491,66.21827189,13.84915186,202.1122221,42.58148466,16.58532348,24.75893596,1
204.6999118,200.5567693,193.9480728,24.51083966,22.24977394,27.49943389,49.07865901,15.77274843,205.6899498,54.84829567,12.96654012,23.34484866,1
210.4303709,205.7447534,201.3245973,22.39530362,20.92975785,25.49733559,54.06468424,12.60009269,210.960473,62.94956993,10.5727458,21.58661072,1
204.2088182,202.5298683,198.2762705,29.06592585,26.14443743,30.98041094,65.25510605,11.75702474,206.1181605,57.23275917,10.80248575,27.2950479,1
212.003772,205.904125,202.6987893,28.13991647,29.443951,33.41735687,65.35706305,14.50483295,213.0074266,68.07057537,15.51408811,26.84408385,1
212.2478178,206.7526697,200.8157685,27.57457056,28.95562736,34.49979065,47.65532538,15.35923637,212.3347916,62.91256077,13.79442319,27.45176827,1
208.8252314,208.6849478,204.4584671,29.03500453,25.14095547,30.12812537,61.62691889,9.090744626,210.71725,58.11912489,8.004957146,26.30226391,1
210.2468067,209.3756894,204.2415813,24.87451044,21.43258183,26.73514792,60.34334637,10.22465154,211.8802065,60.25557641,8.03362333,22.62330711,2
209.2678591,208.6168683,203.5677158,25.63766974,22.77639188,27.4450321,57.55868236,9.435839452,210.6370318,58.51929962,7.330950796,23.69188998,2
208.3787337,208.7791882,203.2927325,29.60247865,24.55450603,29.01464441,54.23207468,10.246173,210.921002,54.27956592,7.11986329,26.02417394,2
203.0624787,203.8998763,197.4577484,27.92205171,22.6388257,27.17736256,52.65323205,12.55074175,206.3109491,50.62304301,8.771142299,24.08718768,2
210.5201648,210.3953112,204.9629271,24.39891576,21.35716119,26.05895302,46.93930792,9.10454348,211.8846319,50.73472431,7.430102937,22.12584529,2
209.2819688,209.4048468,204.3686507,24.92856403,21.48391315,26.41674083,62.68833161,8.910793829,210.9578637,59.80152223,6.975821214,22.39666817,2
214.9870787,214.1456092,209.7804665,24.72074481,21.10683355,25.78288377,60.39271347,8.736992285,216.4272487,62.45214337,6.770997039,22.37111407,2
211.4524499,211.6305729,205.992945,26.85960079,22.50750068,26.80580105,50.87314807,9.776578445,213.4408314,52.54789706,7.663534871,23.62033814,2
209.7041725,208.9499394,204.452065,26.49733633,23.0317975,27.3431393,58.86519376,9.218699152,211.3265976,60.01157313,6.669018834,24.32004588,2
213.2606287,212.9330625,208.5301267,23.87043069,20.39418062,24.53483182,56.74294672,8.506603778,215.0048345,57.75242338,6.755652179,21.056271,2
209.3697578,209.2296772,203.662409,26.09425127,22.27897063,26.89638768,45.64429065,9.769099442,211.1422167,49.9561062,7.225517614,23.48244518,2
214.2652518,213.254657,208.467273,26.65742815,23.19066005,27.67549919,55.16952413,9.572461319,215.821153,59.10373775,7.360414773,24.1677492,2
213.3521466,212.5124176,208.0311454,26.55500521,22.81582658,27.64774153,65.81907354,9.089741608,214.8928139,64.61109422,7.487567978,23.841866,2
208.9795527,209.3226422,203.7444333,27.789463,23.36774436,29.13041281,57.33413742,10.1197724,211.1567281,58.45169558,8.712144187,24.55295678,2
209.1979196,209.5934599,203.9204044,28.89697651,24.54721705,29.67634795,61.82514595,10.21608403,211.5846286,59.48037353,8.918884937,25.71194961,2
208.4793353,209.1090849,203.6995765,29.40397596,24.66166617,29.98221528,62.32607278,10.06767896,211.025493,58.44538418,7.946144512,25.84123184,2
202.1413492,203.173247,196.6409012,29.78713942,26.03929385,32.56068074,66.98009212,11.4811101,204.5511048,59.45225631,10.2075206,26.76281743,2
201.2158023,201.8806526,195.523113,31.27691543,26.68424109,33.18138175,59.28126388,11.68239896,203.7454434,58.94427455,10.06441835,27.88602407,2
210.861058,208.1745599,202.3829257,27.93958556,24.38697831,29.27343484,42.53920203,12.9657359,212.3812581,53.53458792,7.595658187,25.57574674,2
204.3518844,201.2315137,194.0389901,28.98418568,26.16182997,31.16250766,37.72187517,15.86479963,205.8923192,48.73978874,9.855775178,26.79214683,2
210.3390978,205.9340111,201.1939331,26.11423163,24.25521869,29.24677063,53.87649816,13.20963193,211.1689052,64.54206956,9.10250382,24.87129186,2
196.7617028,193.9808437,185.8404876,29.71688518,26.13686047,32.43255008,34.05644058,17.35114545,198.2819281,43.47965197,10.88632679,27.3568339,2
209.825874,206.4051165,202.1233041,26.70210771,24.19351303,28.25891336,50.4283037,11.71658354,211.0476764,61.00152688,8.334982363,25.02422661,2
207.9130753,207.0453771,200.4267632,29.12238984,25.02270152,30.18175601,41.09975759,12.68491367,209.9665544,47.31495864,8.783979268,26.15028224,2
207.5689461,206.7980065,202.3400228,28.19696166,24.22016188,29.06100969,63.06969598,9.527904609,209.2598069,62.15089777,7.236437832,25.5317605,2
208.7716033,209.3393346,203.8699435,25.55700655,21.88392851,26.79697167,55.94758092,9.478336759,210.830399,54.65411302,7.835574529,22.48983416,2
201.3741324,201.5485783,194.9003482,28.92520836,24.13548365,29.1430127,44.60465224,12.6881733,204.1127686,47.76712797,7.782879294,25.79529404,2
210.898297,210.2143295,205.3235854,25.7708206,21.92925461,25.7801325,46.72830641,9.353198217,212.5400555,51.59057774,6.11944307,23.29747636,2
205.2257419,205.7492496,200.115944,27.80383202,23.75911628,28.68480682,53.76796052,10.05725502,207.4038323,51.39490674,8.253729107,24.81852214,2
203.3951716,204.2533506,198.4451541,28.77549098,24.65092651,30.25556387,62.65691153,10.46166347,205.7610121,57.33345781,8.578936215,25.67253077,2
206.4524083,206.425936,200.8308157,28.05450651,24.68337998,29.43719257,56.93059596,10.35551419,208.3194397,57.36168789,7.87139718,25.34508219,2
205.0655287,204.9399127,197.9106257,28.09620322,24.26859663,29.76461428,45.80455739,12.28387479,207.1169799,48.15711131,9.459339053,25.47569063,2
204.7125138,204.5370264,199.4890004,27.52190911,23.98090754,29.03411594,62.21916538,10.08392814,206.6912087,59.78307899,7.774657919,25.01967894,2
208.9013869,205.1445933,198.566006,26.46747771,22.30122168,27.47579447,29.90624522,14.68700501,210.0502502,42.07833243,7.178856925,24.35082361,2
206.6979281,206.3648339,201.0073145,28.33784729,24.39241095,29.55012831,56.56759056,10.34781862,208.5971661,58.44104222,8.137041908,25.54588599,2
207.2448697,207.2279929,201.9259598,30.70337871,26.1744348,31.15538637,55.64634575,10.26460958,209.4726088,58.09449726,7.105361547,27.62104574,2
209.2847783,207.982568,202.2980562,25.25239624,23.19207957,28.72003016,58.69790744,10.87690968,210.4250755,60.08429286,9.801687661,23.69122985,2
207.8379537,207.0995607,200.8270484,24.1280427,21.87694975,27.68517525,54.36013832,11.22943584,209.1828126,56.05072515,9.649216667,22.33706527,2
211.9529697,210.5550442,205.0894035,24.13127207,21.61741687,26.1801139,47.45553161,10.3573715,213.1103924,53.9192687,8.511090138,22.18095068,2
209.8666847,209.579452,203.15164,29.64915623,25.92479011,32.5618831,56.70333468,11.93518872,211.9724762,58.07346298,11.44408924,26.68047953,2
211.7075756,212.3667968,206.4740331,26.05701938,21.38000472,26.196291,52.65276846,10.32725009,214.2279698,51.98956946,8.096208995,22.40289563,2
209.8004823,209.7450752,203.1035966,27.61992317,23.32305675,29.30337483,50.04740436,11.79383243,212.0291693,53.01177748,9.74772109,24.26940655,2
211.1696603,211.3887458,206.320668,26.69592649,22.25449612,26.60616273,47.75131475,9.196656203,213.3706796,50.80398252,6.894825054,23.45375977,2
207.6690873,206.973653,199.7368158,25.75627481,22.18189633,27.85862748,49.28321109,13.22917448,209.907698,52.34280868,10.21262722,23.17289185,2
206.0145788,205.3936431,198.4092019,26.76407171,23.12061496,29.94352528,53.50122051,12.96009834,207.8837891,56.81621834,11.42440502,23.87126945,2
205.3441799,205.3685384,199.1818424,27.75097492,23.83756826,29.68951447,57.09590403,11.77521389,207.6606125,55.67121947,10.30706166,24.79281359,2
209.3312868,208.7970312,203.3975697,32.23887647,28.32316181,34.74949165,61.59752255,11.69184089,211.5123964,61.41313496,10.57097443,29.09347216,2
206.8924298,206.9463173,200.0538071,29.75369867,26.62236937,33.37757126,57.49936691,12.4550023,208.9602482,56.241777,11.49524991,26.97981527,2
205.1570119,205.1983442,198.1894102,27.09252553,23.60209618,29.8316647,54.73481158,12.16121424,207.1690254,55.09313904,10.28323436,24.36068008,2
206.0367156,204.9958819,199.2618289,28.08662795,24.99644388,30.27673917,55.11793101,11.38458836,207.6572453,57.94338772,9.854854501,25.54027371,2
205.9431097,206.3515254,199.8481799,29.22500597,24.80555571,30.66952245,55.2873427,11.68470959,208.5001663,55.48953927,10.13424816,25.51042429,2
207.267273,207.4305124,200.9313967,29.07034509,25.50291431,31.69916468,58.03538767,11.8415365,209.5390744,57.40637319,10.58551732,25.94295753,2
208.2567667,207.8870559,202.333513,24.00913255,20.66894243,24.77449288,41.6407317,9.568684276,209.705775,45.29678024,7.17880586,21.6634306,2
202.6639399,203.2659146,197.065631,26.6950861,22.91890713,28.37766979,59.42404171,10.7714076,204.9279864,57.57908876,8.38177012,23.99745919,2
203.9410449,204.1363083,198.379821,25.68808614,22.2475455,27.14140222,53.50922982,10.47404999,205.9050642,53.2832774,7.755721125,23.31290767,2
210.6599803,209.9547771,205.1481262,23.63554346,20.30558234,23.73382076,43.40694455,8.702123843,211.9488944,48.20746461,5.796583266,21.62348299,2
207.3010017,208.1171444,201.7354905,28.40072497,24.00800634,29.88216523,59.34774733,10.93108855,209.80419,56.94732438,8.558830338,25.09092301,2
210.6334521,209.9923312,204.358052,24.50367215,21.16877244,25.6625538,48.67685629,10.12046277,212.189083,52.81843619,7.502765897,22.15108819,2
213.3390574,212.9784428,208.5100406,27.00893229,23.11738236,27.47780189,64.0360005,9.137909522,215.3114203,61.66044427,7.302234841,24.09741786,2
211.5256412,210.7538744,205.7252222,25.16381307,21.14814521,25.30660415,51.31180626,9.672461679,213.2384028,56.18374477,5.985540566,22.65315092,2
206.8330553,206.0293432,199.7322858,23.48753906,21.10667721,26.88661094,49.14291201,10.934415,207.9051223,53.58482042,9.286914612,21.98545023,2
208.3661124,208.0276474,201.6468256,27.5382929,23.33019785,28.43854977,40.94582736,11.32019593,210.2858485,45.86135223,7.729042354,24.67253169,2
171.8828904,172.1226281,163.4716183,26.46679925,22.31852232,28.20801733,39.20553856,17.88509564,174.5550085,34.0097186,13.80886063,23.28824937,2
209.8214249,209.1224578,203.264634,26.22372635,22.43955129,27.32803739,43.29540354,10.61590725,211.4078871,49.14504627,8.002353386,23.89658386,2
207.8608033,208.0212008,201.5437438,27.4555672,23.13983954,28.82896729,53.75412953,11.46467024,210.0484224,53.12725706,8.731910379,24.2602766,2
207.56029,207.6996793,202.5793181,26.23064681,22.24624782,27.54764265,65.7519994,9.444445129,209.455431,61.96531158,7.508518152,23.43321904,2
206.6513734,206.420078,201.8620267,26.30223162,21.71629325,25.69758541,50.03450359,9.354183717,208.6744883,53.28131735,6.496742272,23.45843066,2
210.692768,210.6027528,204.6247845,26.66528721,22.94022936,27.49099237,52.63208684,10.20730884,212.4271242,54.27289399,7.533021377,24.03191958,2
204.2066692,205.5111557,197.5431315,29.75548477,24.40564596,32.17908744,56.67646538,13.5656198,207.2503373,55.54938894,12.40720627,25.42099096,2
210.9897079,206.598387,199.8204475,26.48050249,22.79859093,27.77605472,38.71853606,15.26498604,211.8544797,51.45725043,9.68802456,24.8567266,2
203.9405353,205.2811351,196.8419453,28.57971418,23.19173493,30.32568688,52.68375058,13.97682094,207.1177769,49.98113629,11.63405033,24.43077244,2
204.5521907,205.309919,196.8680687,29.70332274,25.69705995,33.55506362,55.84084088,14.48953141,207.1782152,54.1984117,13.4038972,26.15042314,2
213.0133845,212.6251796,207.7241735,25.07600522,21.90572472,25.76889923,51.46401742,8.838761801,214.5325873,54.22539785,6.268094439,22.68798239,2
209.6672907,209.9008201,204.523706,28.52766698,24.46706492,29.88220963,60.64598216,9.896741124,211.8592892,59.97189326,8.445675419,25.5407255,2
212.7260922,211.6262343,207.4417835,28.43448634,24.65552896,29.11508121,64.88041286,9.085381897,214.2111081,65.70016907,7.296722675,26.01815869,2
214.3979198,213.3520688,209.218188,29.37364563,25.1105326,29.03648818,49.59333792,8.827570487,216.006034,57.16044588,5.933928169,26.62017071,2
204.0392448,199.6833867,193.5817479,26.9823551,24.92059547,30.3636988,40.92580121,15.1037903,204.7858303,56.34672715,10.10905275,25.534644,2
206.2825143,201.1100891,196.9533525,26.66762542,25.84304652,30.15177965,46.2727637,12.87239738,206.4816997,64.37341221,7.967436634,26.23777889,2
209.6723458,204.2924449,199.7989261,23.1393975,22.0049324,25.1420244,35.90277399,13.09867897,210.0747761,53.84315634,7.815736185,22.44111304,2
208.0756406,203.1013705,198.8883465,29.49994996,27.13334903,30.7240531,43.20503615,12.60514653,208.5569886,60.01591108,6.426208063,28.67633632,2
213.399641,210.9368268,206.966616,24.81789953,23.17698777,27.06172524,52.7005417,9.406883539,214.2142528,61.34631694,8.095603765,23.56886717,2
211.9719236,210.4421548,205.920132,26.95155504,24.80758607,29.50451878,62.6327759,9.628084779,213.033002,62.83472714,8.6072003,25.29490123,2
214.229433,213.021661,209.3112242,26.65334413,24.01341484,28.13940158,64.12282476,8.397337715,215.613038,65.66850285,7.339063782,24.50162905,2
214.0409487,212.303735,208.2279678,26.24401978,23.87247523,27.54702315,52.61741113,8.964455328,215.0959404,59.2665293,7.447215711,24.52122795,2
215.6765991,210.7737472,206.37873,23.32397555,23.50861847,27.56469395,45.95212623,12.12423654,215.8968982,60.92323465,9.404083868,22.98894849,2
212.9811878,210.842169,205.6819825,28.79054065,26.92574409,32.45648143,51.19215337,10.93103977,213.8780966,59.87719942,10.01373201,27.44804498,2
216.8778136,210.9176498,205.5154066,26.20768409,24.91650548,28.91395383,32.50842585,14.60320321,217.3637244,50.21581229,10.57756952,25.27371995,2
218.4702453,212.5073879,208.0752213,25.67721522,25.74872332,30.06338728,44.09545197,13.27521352,218.6704544,62.02069681,11.24162938,25.31968088,2
208.8752163,208.4190675,203.2670776,24.46993831,21.62978187,25.22489826,42.17574468,9.075402689,210.2174756,45.13196276,6.175469973,22.32549789,2
210.7559542,209.5982383,204.7294444,26.77033246,23.80529223,27.87507864,47.36052197,9.373820973,211.9375497,54.28946551,6.691448282,24.83201933,2
211.4213987,210.470777,205.9301326,26.18683726,23.18586729,26.27004086,37.62210658,8.61487167,212.6544628,43.53366965,5.285654838,24.29917365,2
211.0683997,209.6993368,205.8641799,27.94761456,24.24323478,28.09200454,52.38205733,8.867644695,212.5878719,59.03887169,5.895171874,25.65672272,2
213.6933086,209.0517349,205.3130786,24.75756071,22.82052911,26.60538032,50.95995763,11.25245088,214.1493112,65.38757526,7.420606612,23.78199606,2
211.013641,207.1934714,202.2399898,27.54559247,24.73160968,29.39736667,42.08639628,12.44382905,211.8576239,57.37891061,7.818969045,26.02199402,2
210.0256001,208.2051126,203.8539622,28.43027867,25.71805721,30.13896339,57.6101157,9.694764262,211.0618506,62.90930144,7.671767964,26.8269134,2
213.661949,210.8026523,206.0459658,26.39638215,23.86585165,28.32317156,41.00130927,10.66242076,214.3939346,54.70344988,7.744888311,25.0550223,2
206.1060071,204.4089034,200.8054585,28.68935365,26.66193917,31.11273242,68.00936436,8.905729144,206.9925356,65.77213716,6.928208126,27.60972526,2
212.4212948,207.1418306,201.5995139,26.68938859,24.56998671,29.86007219,40.16506399,14.57657939,212.9807959,57.42458181,9.656577006,25.64242641,2
208.538351,203.5032826,197.1506525,26.86587152,25.68605033,31.29017504,42.95253408,15.38183951,208.7961095,58.37415347,11.14586432,26.41872357,2
210.9790489,205.824194,200.7014171,25.46652409,24.00926199,27.801753,33.69623508,13.65603789,211.4221833,51.43668706,8.511504825,24.67414214,2
217.6246135,211.2395311,203.4053921,23.06226962,22.17718392,27.48278386,34.97815001,17.94686578,218.1167065,48.2108333,15.14716318,22.22276649,2
213.7503792,213.9025892,208.4029859,26.74834959,23.39593413,28.10526898,51.77999001,9.595320828,215.5245602,53.61945782,9.089383548,24.12167518,2
214.5373337,213.5260481,207.9764969,28.07037478,25.13331465,31.27187942,56.62471026,10.50069301,215.885136,61.44610141,9.813907133,25.96482597,2
223.2020392,217.9721579,213.3791174,22.26236361,20.53548781,24.57278288,36.93266621,12.11662052,223.5092836,55.53065444,8.89037071,21.54140949,2
213.1771894,212.4743882,207.5416314,26.1457893,23.24454096,27.93676141,56.24921937,9.246377603,214.5401591,57.6476001,7.978043835,23.93338827,2
213.2664672,212.4460579,207.8561053,23.73707599,21.15421836,25.31089069,55.32365796,8.282989616,214.2383146,59.8229727,6.506735357,22.1659418,2
215.1392394,213.5449206,209.5804113,26.62758313,23.5650467,27.0962145,42.69283079,8.453161395,216.2219051,53.44875318,5.823234388,24.93513723,2
213.5035768,212.6922799,208.4603941,27.84663076,25.07140734,28.90853649,51.11857335,8.23744366,214.6665489,57.9487089,6.244345425,26.07808732,2
210.8914816,204.9303558,199.9655873,28.67177261,28.52636685,33.441694,49.05236367,14.97916483,211.3031766,63.99238512,12.9779549,27.98770145,2
208.7591382,203.9979172,198.3844389,25.62940163,24.42782001,28.92979242,43.80330012,14.09304335,209.1539465,58.64617649,8.957159749,24.97501693,2
212.7474694,208.2563593,203.0093488,26.78096306,25.26580635,30.36791067,42.56423543,13.11351662,213.1101704,59.00235449,8.849647382,26.11091349,2
210.1802418,205.0542295,199.8612613,30.88156181,29.13601223,34.68965676,51.54201731,14.73274595,210.837275,65.35718855,10.73381306,29.77462109,2
200.6747524,200.0504688,192.4006356,31.3599504,28.91077598,36.1174389,57.17355304,14.00840296,202.1558602,57.06774192,14.10995478,29.43284371,2
214.0059199,208.4122771,203.3614444,26.40402907,25.92529753,31.14875799,46.92255621,14.26673416,214.4328038,62.84407391,13.24543857,25.59312122,2
206.9520365,201.1800499,192.8094004,25.93542198,25.29534731,31.59106235,29.96470185,18.97904909,207.2510969,43.26935707,14.50354639,25.39382499,2
179.7758929,172.906409,167.9680824,27.67417243,24.21839643,28.41900376,36.94300866,18.42060298,180.2659737,55.05198986,9.554045633,26.69052305,2
212.6194974,209.3804553,204.9428628,27.69344043,24.98732696,29.97882946,51.36579913,11.41200489,213.6106548,63.37480014,8.899800638,26.04825124,2
223.3372059,218.4584487,215.0999182,24.94243724,23.43430267,27.41336014,49.23104369,10.43227255,223.5860551,66.85227251,6.343441685,24.39368932,2
214.7325175,213.8444216,209.3228657,27.70733854,24.89699495,29.88292935,60.23409349,8.7090508,215.87344,63.50182256,7.485377148,25.83509882,2
214.3993578,213.1418553,210.1820479,27.52254589,25.03577598,29.28702726,73.93753694,7.732329248,215.6680965,67.31156981,7.426773853,25.57660898,2
213.07661,210.5039974,206.7844809,26.99906294,25.12301476,28.93710291,56.27593445,9.527648464,214.00349,62.75866791,8.057583342,25.52431848,2
213.2661987,212.2884074,208.4965573,28.17293981,24.80101841,28.60219852,58.63026766,8.683383186,214.9911306,61.37557625,6.92934359,25.50043127,2
209.1011381,205.6251962,201.3936756,30.2772175,27.847582,33.21885291,60.18043415,12.51272354,210.3250562,66.58988379,10.39389777,28.61868062,2
208.1694112,207.1268895,202.1724981,27.90484304,24.68924351,28.39642746,39.11271477,9.739589603,209.566519,45.05409766,6.841640942,25.81178345,2
205.6938758,204.8353933,199.6793874,29.24295206,26.88366367,31.53440743,57.52692643,10.08795694,206.9120499,58.71504152,8.982679909,27.62312081,2
207.3597968,206.6218567,201.0034634,27.50326076,24.44243662,28.99357498,43.267386,10.14646214,208.69317,49.64706099,7.61786465,25.69796716,2
208.7605091,207.4319754,202.9667317,29.2037991,26.26155042,30.51663432,55.74717987,9.348656484,209.9505982,60.47461534,7.266222686,27.43470048,2
205.047728,203.213582,198.7311653,29.44945278,26.88945591,31.44590196,56.85753176,10.11381747,205.9907494,62.63723208,7.469234522,27.89253815,2
210.5787375,206.7885044,202.616328,28.21463922,25.36653091,29.55147686,46.94272971,11.73054215,211.49519,60.9710914,7.579720247,26.5135498,2
209.3010869,208.6320094,203.5383722,29.31102358,24.99734045,29.83135569,54.78437389,10.56423574,211.4036135,57.77276635,8.569020933,26.05630129,2
204.4549035,204.100502,197.9960735,28.56670445,25.78693045,31.64167908,57.96766907,11.27819176,206.0677872,57.76563068,9.871635717,26.33277211,2
210.5021541,206.1610919,199.7529093,28.25633445,25.09868201,29.80193479,29.88555542,14.9719669,211.5254981,42.24326337,9.512981594,26.50998423,2
206.1562936,204.7270735,197.7153672,30.51753322,26.06856146,31.39230236,42.91691357,14.0034892,208.2576347,47.40591008,12.58058484,27.7191441,2
205.9278191,201.5736099,194.2624191,28.38199205,25.51617922,32.20754124,48.70368276,16.86372448,206.7525378,60.51768899,12.97498434,27.00858273,2
207.1368084,201.7150434,195.5973529,25.81795338,23.13109231,28.30392024,39.34471717,15.96342486,207.8404758,55.09057658,10.42200097,24.35355184,2
209.4868619,204.70937,198.968077,27.7099083,26.38324249,32.58398359,46.70321139,14.97513747,210.0530838,59.92665647,12.25396748,26.86759871,2
201.487451,198.6123622,193.3267744,30.46100509,28.18071865,34.1306105,53.88852649,13.06089964,202.4050429,61.59060617,10.40261209,29.20168654,2
205.1979772,205.2179971,198.4253371,30.26448749,26.88807309,33.8781442,59.49693303,12.49565498,207.2426236,57.83736989,11.74337172,27.63200814,2
209.0232145,208.5658491,201.0990828,29.12239203,25.66579558,33.48462125,56.91665375,13.79746983,211.1086775,57.73267086,14.80036188,26.00998754,2
209.9703296,208.1597298,203.2047628,28.25143191,25.56293764,31.06997931,64.28167875,11.34039031,211.3467285,62.76744008,9.564850389,26.43863198,2
210.2209284,208.4911185,204.1036905,29.13668499,25.84383237,30.78148362,68.42871916,10.32041555,211.606624,66.85112886,8.320867233,27.08714619,2
209.5543766,205.5914257,200.255892,30.58145659,27.90191753,33.76014225,46.91199147,14.04782422,210.6694647,60.1794132,11.83885069,28.77217527,2
212.6937004,211.7844254,206.9970879,26.26845665,22.82385146,27.24715918,60.71122509,9.959901827,214.3127404,57.92998533,7.119889787,23.97512658,2
216.5822311,215.3430065,211.0202603,28.48098078,24.91957774,29.91293695,57.59854379,9.783239097,218.2541893,63.13332284,10.09204723,25.60149201,2
218.3761364,212.410063,209.4295571,27.37302019,25.87445254,29.57983065,54.76071694,11.69766382,218.6437431,69.65235593,7.245468797,26.83730135,2
212.40268,211.1531143,207.368751,30.08010538,26.68147407,32.16643888,77.62457991,9.227648891,213.9387045,69.05793653,8.770881551,27.78029163,2
222.1916971,216.5806558,213.261901,26.66345924,24.50308321,28.89044532,51.7753897,11.72301671,222.6911873,68.32930326,7.12324461,25.63318824,2
219.0625326,213.9911339,210.8814204,25.19173875,22.97508824,26.54226704,45.95888876,10.65842025,219.5004885,64.15623847,6.367843619,24.24765433,2
211.0995144,210.2813283,206.5617897,32.09293656,28.88814812,33.5683907,58.49832065,9.280225561,212.8462577,62.40201179,8.613381377,29.62607376,2
216.0882456,212.8827055,207.795211,26.35384138,23.78822238,28.93908404,38.64795917,11.24506304,216.6827408,54.18389252,8.593924009,25.16276293,2
216.0925566,212.5271221,208.1757336,26.1826392,24.93002874,30.27540187,57.39971066,10.81880099,216.38932,68.34689454,8.662491215,25.58277416,2
214.3429685,209.3566516,201.5614132,27.09424224,24.41736886,29.41654774,30.57416867,16.56005318,214.8918255,41.97050556,10.4386945,26.30586407,2
218.4151294,214.16071,209.6718045,26.81054725,23.28603224,26.64026111,42.60577102,11.61684385,219.2472074,57.3568602,7.388516816,25.1866484,2
215.0089193,209.0176413,204.5221571,25.6420967,25.82119711,31.07373415,56.58095188,13.78553011,215.0777854,69.81498659,11.54810452,25.54147234,2
212.823167,207.0559338,202.5881,26.80434278,25.190928,29.55729406,45.99826733,13.83592991,213.3144757,62.43152705,8.551626323,25.83581003,2
215.7706066,211.1100303,207.0464142,26.8618441,24.71847844,27.45822842,33.32247356,11.66127538,216.3973397,49.5558354,7.432648065,25.6431845,2
217.6230746,212.3242146,208.3469164,28.55483185,26.26843732,29.76494193,47.92315771,12.30344904,218.1222565,63.41601553,8.080384724,27.68004389,2
213.1798355,211.3431173,207.1587892,28.16187279,25.36455865,30.27837946,58.20275522,9.191832321,214.0902641,64.05565444,8.502637798,26.75760202,2
216.6539473,212.3072008,208.3827149,28.29373451,25.92181822,29.38629199,37.14157569,11.02639547,217.2251579,54.90707055,6.332498599,27.24342196,2
